,bhk,status,Size(Sq/ft),Price/Sqft,price,bath,area
4706,4.0,Ready to move,3350 ,3955,13200000.0,5 ,Sector 50
4707,3.0,Ready to move,1695 ,4987,8453000.0,3 ,Sector 121
4708,3.0,Ready to move,1740 ,4517,7860000.0,3 ,Sector 150
4709,3.0,Ready to move,1720 ,5026,8645000.0,3 ,Sector 135
4710,3.0,Under Construction,1740 ,4685,8153000.0,3 ,Sector 70
4711,3.0,Under Construction,2646 ,4244,11200000.0,3 ,Urbainia Trinity Noida Extension Yakubpur Noida
4712,3.0,Under Construction,1840 ,4429,8150000.0,3 ,Sector 17A Yamuna Expressway
4713,3.0,Under Construction,1487 ,5482,8153000.0,3 ,Sector 150
4714,3.0,Ready to move,2250 ,3669,8256000.0,4 ,Sector 150
4715,4.0,Ready to move,3350 ,3653,12200000.0,5 ,Sector 50
4716,4.0,Ready to move,3350 ,4567,15300000.0,5 ,Sector 50
4717,3.0,Ready to move,1575 ,5493,8652000.0,3 ,Sector 150
4718,3.0,Ready to move,1840 ,4430,8153000.0,3 ,Sector 73
4719,4.0,Ready to move,4656 ,3833,17800000.0,4 ,Sector 119
4720,4.0,Ready to move,2950 ,4508,13300000.0,4 ,Sector 137
4721,3.0,Ready to move,1950 ,4592,8956000.0,3 ,Sector 50
4722,3.0,Ready to move,1880 ,4444,8356000.0,3 ,Sector 121
4723,3.0,Ready to move,1850 ,4837,8950000.0,3 ,Sector 121
4724,3.0,Ready to move,3250 ,5846,19000000.0,3 ,Sector 150
4725,3.0,Ready to move,1575 ,8571,13500000.0,3 ,Sector 150
4726,4.0,Under Construction,2130 ,4208,8965000.0,3 ,Sector 81
4727,3.0,Ready to move,1600 ,5097,8156000.0,3 ,Sector 50
4728,3.0,Under Construction,1958 ,4574,8956000.0,3 ,Sector 150
4729,3.0,Ready to move,1720 ,4449,7653000.0,3 ,Sector 135
4730,3.0,Ready to move,1880 ,4292,8070000.0,3 ,Sector 79
4731,3.0,Ready to move,1250 ,4960,6200000.0,1 ,Sector 73
4732,3.0,Ready to move,1980 ,4122,8163000.0,3 ,Sector 73
4733,3.0,Ready to move,1730 ,4949,8562000.0,3 ,Sector 107
4734,3.0,Ready to move,2140 ,4187,8962000.0,3 ,Sector 73
4735,4.0,Ready to move,2150 ,5144,11000000.0,4 ,Sector 62
4736,3.0,Ready to move,1940 ,4364,8468000.0,3 ,Sector 166
4737,4.0,Under Construction,2460 ,5040,12400000.0,4 ,Sector 121
4738,3.0,Under Construction,1359 ,5267,7158000.0,3 ,Sector 32
4739,4.0,Ready to move,2370 ,4064,9632000.0,3 ,Sector-81 Noida
4740,4.0,Ready to move,3350 ,4567,15300000.0,5 ,Sector 50
4741,3.0,Ready to move,1575 ,5493,8652000.0,3 ,Sector 150
4742,3.0,Ready to move,1840 ,4430,8153000.0,3 ,Sector 73
4743,4.0,Ready to move,4656 ,3833,17800000.0,4 ,Sector 119
4744,4.0,Ready to move,2950 ,4508,13300000.0,4 ,Sector 137
4745,3.0,Ready to move,1950 ,4592,8956000.0,3 ,Sector 50
4746,3.0,Ready to move,1880 ,4444,8356000.0,3 ,Sector 121
4747,3.0,Ready to move,1850 ,4837,8950000.0,3 ,Sector 121
4748,3.0,Ready to move,3250 ,5846,19000000.0,3 ,Sector 150
4749,3.0,Ready to move,1575 ,8571,13500000.0,3 ,Sector 150
4750,4.0,Under Construction,2130 ,4208,8965000.0,3 ,Sector 81
4751,3.0,Ready to move,1600 ,5097,8156000.0,3 ,Sector 50
4752,3.0,Under Construction,1958 ,4574,8956000.0,3 ,Sector 150
4753,3.0,Ready to move,1720 ,4449,7653000.0,3 ,Sector 135
4754,3.0,Under Construction,1450 ,4662,6760000.0,3 ,Sector 81
4755,3.0,Under Construction,1240 ,5770,7156000.0,2 ,Ambedkar City
4756,4.0,Under Construction,2175 ,4452,9685000.0,3 ,Sector 76
4757,3.0,Under Construction,1840 ,3890,7158000.0,3 ,Sector 73
4758,4.0,Under Construction,1098 ,7500,8235000.0,4 ,Sector 143
4759,3.0,Ready to move,1850 ,4845,8965000.0,3 ,Sector 166
4760,3.0,Ready to move,1540 ,4968,7652000.0,3 ,Sector 62
4761,3.0,Ready to move,2050 ,4068,8340000.0,3 ,Sector 137
4762,4.0,Under Construction,2195 ,4261,9354000.0,3 ,Sector 137
4763,4.0,Under Construction,1700 ,4501,7652000.0,3 ,Sector 81
4764,3.0,Ready to move,1740 ,4732,8235000.0,3 ,Sector 32
4765,3.0,Ready to move,1600 ,5231,8370000.0,,Sector 62
4766,3.0,Ready to move,1680 ,4306,7235000.0,3 ,Sector 81
4767,4.0,Ready to move,2080 ,4067,8460000.0,3 ,Sector 137
4768,3.0,Ready to move,1750 ,4657,8150000.0,3 ,Sector-50 Noida
4769,4.0,Ready to move,4182 ,3751,15600000.0,4 ,Sector 50
4770,4.0,Ready to move,2200 ,4197,9235000.0,4 ,Sector 62
4771,3.0,Ready to move,1550 ,4420,6852000.0,3 ,Sector 73
4772,3.0,Under Construction,1850 ,4648,8600000.0,3 ,Sector 128
4773,4.0,Under Construction,2906 ,4251,12300000.0,4 ,Sector 128
4774,3.0,Under Construction,1575 ,4786,7538000.0,3 ,Sector 150
4775,3.0,Under Construction,1710 ,4473,7650000.0,3 ,Phase 2 Noida Extension
4776,3.0,Ready to move,1150 ,5330,6130000.0,2 ,Sector 161
4777,3.0,Under Construction,2525 ,4906,12300000.0,3 ,Sector 25 Yamuna Express Way
4778,3.0,Ready to move,1617 ,4425,7156000.0,3 ,Sector 100
4779,3.0,Ready to move,1650 ,5189,8562000.0,3 ,Sector 10
4780,3.0,Ready to move,1850 ,4845,8965000.0,3 ,Sector 166
4781,3.0,Ready to move,1540 ,4968,7652000.0,3 ,Sector 62
4782,3.0,Ready to move,2050 ,4068,8340000.0,3 ,Sector 137
4783,4.0,Under Construction,2195 ,4261,9354000.0,3 ,Sector 137
4784,4.0,Under Construction,1700 ,4501,7652000.0,3 ,Sector 81
4785,3.0,Ready to move,1740 ,4732,8235000.0,3 ,Sector 32
4786,3.0,Ready to move,1600 ,5231,8370000.0,,Sector 62
4787,3.0,Ready to move,1680 ,4306,7235000.0,3 ,Sector 81
4788,4.0,Ready to move,2080 ,4067,8460000.0,3 ,Sector 137
4789,3.0,Ready to move,1750 ,4657,8150000.0,3 ,Sector-50 Noida
4790,4.0,Ready to move,4182 ,3751,15600000.0,4 ,Sector 50
4791,4.0,Ready to move,2200 ,4197,9235000.0,4 ,Sector 62
4792,3.0,Ready to move,1550 ,4420,6852000.0,3 ,Sector 73
4793,3.0,Under Construction,1850 ,4648,8600000.0,3 ,Sector 128
4794,4.0,Under Construction,2906 ,4251,12300000.0,4 ,Sector 128
4795,3.0,Under Construction,1575 ,4786,7538000.0,3 ,Sector 150
4796,3.0,Under Construction,1710 ,4473,7650000.0,3 ,Phase 2 Noida Extension
4797,3.0,Ready to move,1150 ,5330,6130000.0,2 ,Sector 161
4798,3.0,Under Construction,2525 ,4906,12300000.0,3 ,Sector 25 Yamuna Express Way
4799,3.0,Ready to move,1617 ,4425,7156000.0,3 ,Sector 100
4800,3.0,Ready to move,1650 ,5189,8562000.0,3 ,Sector 10
4801,4.0,Ready to move,5300 ,3501,18500000.0,6 ,Sector 107
4802,3.0,Under Construction,1575 ,5476,8625000.0,3 ,Sector 150
4803,4.0,Ready to move,2250 ,4380,9856000.0,3 ,Sector 168
4804,3.0,Ready to move,1840 ,5243,9648000.0,3 ,Sector 163
4805,3.0,Ready to move,1870 ,4896,9156000.0,3 ,Sector 73
4806,4.0,Ready to move,2380 ,4705,11200000.0,3 ,Sector 81
4807,3.0,Ready to move,1675 ,4982,8346000.0,3 ,Sector 150
4808,3.0,Ready to move,1275 ,5700,7268000.0,3 ,Sector 44
4809,4.0,Under Construction,3220 ,4223,13600000.0,4 ,Sector 150
4810,4.0,Under Construction,2350 ,4808,11300000.0,3 ,Sector 90
4811,3.0,Under Construction,1850 ,4947,9153000.0,3 ,Sector 150
4812,3.0,Under Construction,1770 ,4028,7130000.0,3 ,Sector 22D Yamuna Expressway
4813,5.0,Ready to move,4260 ,3873,16500000.0,3 ,Sector 143B
4814,3.0,Ready to move,1765 ,4099,7235000.0,2 ,Sector 73
4815,2.0,Ready to move,850 ,6164,5240000.0,2 ,Sector 123
4816,4.0,Ready to move,2340 ,4274,10000000.0,3 ,Sector 123
4817,3.0,Under Construction,1495 ,4787,7158000.0,2 ,Sector 74
4818,3.0,Ready to move,1650 ,4948,8165000.0,3 ,Sector 118
4819,3.0,Ready to move,1285 ,5720,7351000.0,3 ,Sector 121
4820,3.0,Ready to move,1277 ,5151,6578000.0,2 ,Sector 137
4821,3.0,Ready to move,1295 ,4903,6350000.0,2 ,Sector 25 Yamuna Express Way
4822,3.0,Under Construction,1870 ,3934,7358000.0,3 ,Sector 74
4823,4.0,Ready to move,3150 ,4311,13500000.0,3 ,Sector 50
4824,4.0,Ready to move,3350 ,3955,13200000.0,5 ,Sector 50
4825,3.0,Ready to move,1695 ,4987,8453000.0,3 ,Sector 121
4826,3.0,Ready to move,1740 ,4517,7860000.0,3 ,Sector 150
4827,3.0,Ready to move,1720 ,5026,8645000.0,3 ,Sector 135
4828,3.0,Under Construction,1740 ,4685,8153000.0,3 ,Sector 70
4829,3.0,Under Construction,2646 ,4244,11200000.0,3 ,Urbainia Trinity Noida Extension Yakubpur Noida
4830,3.0,Under Construction,1840 ,4429,8150000.0,3 ,Sector 17A Yamuna Expressway
4831,3.0,Under Construction,1487 ,5482,8153000.0,3 ,Sector 150
4832,3.0,Ready to move,2250 ,3669,8256000.0,4 ,Sector 150
4833,4.0,Ready to move,3350 ,3653,12200000.0,5 ,Sector 50
4834,4.0,Ready to move,3350 ,4567,15300000.0,5 ,Sector 50
4835,3.0,Ready to move,1575 ,5493,8652000.0,3 ,Sector 150
4836,3.0,Ready to move,1840 ,4430,8153000.0,3 ,Sector 73
4837,4.0,Ready to move,4656 ,3833,17800000.0,4 ,Sector 119
4838,4.0,Ready to move,2950 ,4508,13300000.0,4 ,Sector 137
4839,3.0,Ready to move,1950 ,4592,8956000.0,3 ,Sector 50
4840,3.0,Ready to move,1890 ,4331,8186000.0,3 ,Sector 44
4841,4.0,Under Construction,1780 ,4713,8390000.0,4 ,Sector 86
4842,3.0,Under Construction,1450 ,4933,7153000.0,4 ,Sector 25 Yamuna Express Way
4843,3.0,Ready to move,1400 ,4395,6153000.0,2 ,Sector 73
4844,3.0,Under Construction,2095 ,4370,9156000.0,4 ,Sector 25 Yamuna Express Way
4845,3.0,Ready to move,2350 ,4121,9685000.0,4 ,Sector 110
4846,4.0,Ready to move,2587 ,4746,12200000.0,5 ,Sector 110
4847,4.0,Ready to move,2010 ,4455,8956000.0,3 ,Sector 73
4848,3.0,Ready to move,1880 ,4601,8650000.0,3 ,Sector 73
4849,4.0,Under Construction,2320 ,4353,10100000.0,3 ,Sector 129
4850,3.0,Under Construction,1664 ,4585,7630000.0,4 ,Sector 22D Yamuna Expressway
4851,3.0,Under Construction,1839 ,4269,7852000.0,3 ,Sector 70
4852,3.0,Ready to move,1850 ,4570,8456000.0,3 ,Sector 44
4853,3.0,Ready to move,1860 ,4602,8560000.0,3 ,Sector-144 Noida
4854,3.0,Ready to move,1760 ,4064,7153000.0,3 ,Sector 17B Yamuna Expressway
4855,3.0,Ready to move,1780 ,4808,8560000.0,3 ,Sector 25 Yamuna Express Way
4856,4.0,Ready to move,2300 ,4869,11200000.0,5 ,Sector 129
4857,3.0,Under Construction,1295 ,5289,6850000.0,2 ,Sector 144
4858,3.0,Under Construction,1600 ,4726,7562000.0,3 ,Sector 25 Yamuna Express Way
4859,3.0,Ready to move,1770 ,4837,8562000.0,3 ,Sector 121
4860,3.0,Ready to move,1662 ,4951,8230000.0,3 ,Ambedkar City
4861,3.0,Ready to move,2150 ,4883,10500000.0,3 ,Sector 93A
4862,4.0,Ready to move,4150 ,4397,18200000.0,5 ,Sector 93B
4863,3.0,Under Construction,1600 ,4470,7153000.0,3 ,Urbainia Trinity Noida Extension Yakubpur Noida
4864,4.0,Under Construction,2264 ,5000,11300000.0,4 ,Sector 98
4865,3.0,Under Construction,1761 ,5197,9153000.0,4 ,Sector 119
4866,4.0,Ready to move,1910 ,4483,8563000.0,3 ,Sector 119
4867,4.0,Ready to move,3250 ,4369,14200000.0,4 ,Sector 93A
4868,3.0,Ready to move,1350 ,4535,6123000.0,,Sector 62
4869,4.0,Ready to move,4500 ,4333,19500000.0,4 ,Sector 168
4870,3.0,Ready to move,1940 ,4622,8968000.0,3 ,Sector 93B
4871,3.0,Ready to move,1700 ,5384,9153000.0,3 ,Sector 50
4872,2.0,Ready to move,1246 ,5273,6571000.0,2 ,Sector 119
4873,3.0,Ready to move,1860 ,4112,7650000.0,3 ,Sector 166
4874,4.0,Under Construction,2450 ,5040,12300000.0,3 ,Sector 32
4875,3.0,Ready to move,1780 ,4580,8153000.0,3 ,Sector-50 Noida
4876,4.0,Under Construction,4270 ,4215,18000000.0,5 ,Sector 74
4877,3.0,Under Construction,1825 ,4909,8960000.0,3 ,Sector 93B
4878,4.0,Under Construction,2200 ,5295,11600000.0,4 ,Sector 25 Yamuna Express Way
4879,3.0,Ready to move,1600 ,5095,8153000.0,3 ,Sector 78
4880,4.0,Ready to move,2700 ,4585,12300000.0,5 ,Sector 75
4881,3.0,Ready to move,1560 ,4907,7656000.0,3 ,Phase 2 Noida Extension
4882,2.0,Under Construction,900 ,5070,4563000.0,2 ,Sector 49
4883,4.0,Ready to move,2280 ,4322,9856000.0,3 ,Sector 82
4884,4.0,Under Construction,2175 ,4452,9685000.0,3 ,Sector 76
4885,4.0,Ready to move,2000 ,4431,8863000.0,5 ,Sector 86
4886,4.0,Ready to move,3475 ,4512,15600000.0,4 ,Sector 150
4887,3.0,Under Construction,1600 ,4990,7985000.0,3 ,Sector 25 Yamuna Express Way
4888,3.0,Ready to move,1740 ,4244,7385000.0,3 ,Sector 121
4889,3.0,Ready to move,1840 ,4720,8685000.0,3 ,Sector-144 Noida
4890,4.0,Under Construction,1800 ,4961,8930000.0,3 ,Sector 86
4891,3.0,Ready to move,1680 ,4854,8156000.0,3 ,Sector 26 Yamuna Expressway
4892,3.0,Ready to move,1750 ,4946,8656000.0,3 ,Sector 17B Yamuna Expressway
4893,3.0,Ready to move,1890 ,4738,8956000.0,3 ,Sector 144
4894,4.0,Under Construction,3799 ,3569,13500000.0,6 ,Sector 96
4895,3.0,Ready to move,1398 ,8726,12200000.0,2 ,Sector 78
4896,2.0,Under Construction,1150 ,5163,5938000.0,2 ,Sector 25 Yamuna Express Way
4897,3.0,Ready to move,2500 ,4612,11500000.0,3 ,Sector 107
4898,3.0,Ready to move,1560 ,5104,7963000.0,2 ,Sector 61
4899,3.0,Ready to move,1500 ,4842,7263000.0,3 ,Sector 62
4900,3.0,Ready to move,1500 ,4842,7263000.0,3 ,Sector 62
4901,3.0,Under Construction,1780 ,4851,8635000.0,3 ,Sector 70
4902,3.0,Ready to move,1775 ,5049,8963000.0,3 ,Sector 119
4903,4.0,Ready to move,2580 ,4263,11000000.0,3 ,Sector 61
4904,4.0,Ready to move,2250 ,4542,10200000.0,3 ,Sector 82
4905,3.0,Ready to move,1350 ,4557,6153000.0,,Sector 62
4906,2.0,Ready to move,1100 ,4136,4550000.0,2 ,Sector 62
4907,3.0,Under Construction,1850 ,4847,8968000.0,3 ,Sector 86
4908,3.0,Ready to move,1765 ,4645,8200000.0,3 ,Sector 93
4909,4.0,Ready to move,2094 ,4980,10400000.0,4 ,Sector 61
4910,3.0,Ready to move,1980 ,4526,8963000.0,3 ,Sector-62 Noida
4911,4.0,Ready to move,3000 ,4333,13000000.0,4 ,Sector 45
4912,3.0,Under Construction,2555 ,4336,11000000.0,3 ,Sector 150
4913,4.0,Ready to move,2250 ,4622,10400000.0,4 ,Sector 61
4914,2.0,Ready to move,765 ,6712,5135000.0,2 ,Sector 102
4915,2.0,Ready to move,700 ,7661,5363000.0,2 ,Sector 53
4916,4.0,Ready to move,2800 ,4471,12500000.0,4 ,Sector 50
4917,3.0,Ready to move,1500 ,5042,7563000.0,3 ,Sector 62
4918,3.0,Ready to move,1500 ,5088,7632000.0,3 ,Sector 50
4919,3.0,Ready to move,1880 ,4061,7635000.0,3 ,Sector 93
4920,3.0,Under Construction,1850 ,5169,9563000.0,3 ,Sector 152
4921,3.0,Under Construction,1675 ,5761,9650000.0,4 ,Sector 150
4922,3.0,Ready to move,1990 ,4347,8652000.0,3 ,Sector-49 Noida
4923,1.0,Ready to move,500 ,5712,2856000.0,1 ,Sector 17A Yamuna Expressway
4924,3.0,Ready to move,1250 ,4908,6135000.0,3 ,Sector 44
4925,4.0,Under Construction,2665 ,4577,12200000.0,4 ,Sector 150
4926,4.0,Under Construction,3200 ,4218,13500000.0,5 ,Sector 152
4927,2.0,Ready to move,1080 ,5881,6352000.0,2 ,Sector 73
4928,2.0,Ready to move,1352 ,4852,6560000.0,3 ,Sector 73
4929,3.0,Under Construction,1240 ,4068,5045000.0,2 ,Ambedkar City
4930,4.0,Under Construction,2175 ,4399,9568000.0,3 ,Sector 76
4931,3.0,Ready to move,1850 ,4708,8710000.0,3 ,Sector 62
4932,3.0,Ready to move,1990 ,4967,9885000.0,3 ,Sector 72
4933,3.0,Ready to move,1950 ,4553,8880000.0,3 ,Sector-150 Noida
4934,4.0,Under Construction,1800 ,6833,12300000.0,3 ,Sector 86
4935,3.0,Ready to move,1840 ,4430,8153000.0,3 ,Phase 2 Noida Extension
4936,3.0,Ready to move,1650 ,4654,7680000.0,3 ,Phase 2 Noida Extension
4937,1.0,Ready to move,690 ,4782,3300000.0,1 ,Sector 22D Yamuna Expressway
4938,3.0,Ready to move,1573 ,4528,7123000.0,3 ,Sector 22D Yamuna Expressway
4939,2.0,Ready to move,1450 ,5146,7463000.0,3 ,Sector 73
4940,2.0,Ready to move,700 ,6050,4235000.0,2 ,Sector 70
4941,3.0,Under Construction,1187 ,5501,6530000.0,3 ,Sector 44
4942,3.0,Ready to move,1275 ,5121,6530000.0,3 ,Sector 44
4943,3.0,Ready to move,1560 ,4564,7120000.0,3 ,Atai Muradapur
4944,3.0,Ready to move,1740 ,4397,7652000.0,3 ,Sector 135
4945,2.0,Ready to move,1250 ,4920,6150000.0,2 ,Sector 16B
4946,3.0,Under Construction,1860 ,4946,9200000.0,3 ,Sector 74
4947,4.0,Ready to move,1740 ,4856,8450000.0,3 ,Sector 123
4948,3.0,Ready to move,1840 ,4157,7650000.0,3 ,Sector 137
4949,4.0,Under Construction,1950 ,4678,9123000.0,3 ,Sector 90
4950,3.0,Ready to move,2080 ,4498,9356000.0,3 ,Sector 143B
4951,3.0,Ready to move,1740 ,4344,7560000.0,3 ,Sector 82
4952,4.0,Ready to move,4800 ,4089,19600000.0,4 ,Sector 97
4953,1.0,Under Construction,635 ,5618,3568000.0,1 ,Sector 22D Yamuna Expressway
4954,3.0,Ready to move,1600 ,4470,7152000.0,3 ,Sector 62
4955,3.0,Under Construction,2360 ,4089,9652000.0,3 ,Sector 131
4956,3.0,Under Construction,975 ,6697,6530000.0,3 ,Sector 73
4957,4.0,Ready to move,2750 ,4237,11600000.0,5 ,Sector 143B
4958,3.0,Ready to move,1573 ,4745,7465000.0,3 ,Sector 22D Yamuna Expressway
4959,4.0,Ready to move,2806 ,4119,11500000.0,4 ,Sector 93A
4960,2.0,Under Construction,860 ,5660,4868000.0,2 ,Sector 22D Yamuna Expressway
4961,3.0,Ready to move,1390 ,5124,7123000.0,2 ,Sector 107
4962,2.0,Ready to move,1310 ,5229,6850000.0,2 ,Sector 75
4963,4.0,Under Construction,5250 ,4548,23800000.0,4 ,Sector 128
4964,4.0,Ready to move,4200 ,4714,19800000.0,4 ,Sector 150
4965,3.0,Ready to move,1080 ,6093,6581000.0,3 ,Sector 70
4966,2.0,Ready to move,1023 ,5528,5656000.0,2 ,Sector 121
4967,4.0,Ready to move,2675 ,4598,12300000.0,5 ,Sector 52
4968,3.0,Ready to move,1350 ,4962,6700000.0,3 ,Sector 88
4969,3.0,Under Construction,1840 ,4692,8635000.0,3 ,Sector 128
4970,3.0,Ready to move,1860 ,2930,5450000.0,3 ,Sector 135
4971,2.0,Ready to move,1350 ,4535,6123000.0,2 ,Sector-62 Noida
4972,4.0,Ready to move,2170 ,4462,9684000.0,3 ,Sector 93
4973,3.0,Ready to move,1480 ,5488,8123000.0,3 ,Sector 166
4974,2.0,Ready to move,1000 ,5623,5623000.0,,Sector 162
4975,3.0,Under Construction,1404 ,6099,8563000.0,2 ,Sector 150
4976,4.0,Ready to move,2130 ,5328,11300000.0,3 ,Sector 104
4977,3.0,Ready to move,1715 ,5034,8635000.0,3 ,Sector 25 Yamuna Express Way
4978,2.0,Under Construction,920 ,5693,5238000.0,2 ,Sector 131
4979,3.0,Ready to move,1560 ,4588,7158000.0,3 ,Sector 73
4980,3.0,Ready to move,1880 ,4069,7650000.0,3 ,Sector 163
4981,4.0,Ready to move,2410 ,4369,10500000.0,4 ,Sector 76
4982,4.0,Ready to move,3965 ,4665,18500000.0,4 ,Sector 76
4983,4.0,Under Construction,2295 ,4727,10800000.0,4 ,Sector 143
4984,3.0,Under Construction,1780 ,4299,7653000.0,3 ,Phase I
4985,3.0,Under Construction,1540 ,4574,7045000.0,3 ,Sector 152
4986,3.0,Ready to move,1840 ,4422,8138000.0,3 ,Sector-62 Noida
4987,3.0,Ready to move,1995 ,4238,8456000.0,4 ,Sector 118
4988,3.0,Ready to move,1650 ,4625,7632000.0,3 ,Sector 81
4989,4.0,Under Construction,3220 ,4100,13200000.0,4 ,Sector 150
4990,3.0,Ready to move,1840 ,4415,8125000.0,3 ,Sector 25 Yamuna Express Way
4991,2.0,Ready to move,931 ,5617,5230000.0,2 ,Sector 123
4992,3.0,Ready to move,1250 ,4844,6056000.0,3 ,Sector 73
4993,3.0,Ready to move,1600 ,4993,7990000.0,3 ,Sector 78
4994,3.0,Ready to move,1890 ,4492,8490000.0,4 ,Sector 121
4995,3.0,Ready to move,2095 ,4370,9155000.0,4 ,Sector 137
4996,3.0,Under Construction,2250 ,4586,10300000.0,3 ,Sector 150
4997,3.0,Under Construction,1880 ,5601,10500000.0,3 ,Sector 150
4998,3.0,Under Construction,2195 ,4169,9152000.0,3 ,Sector 74
4999,4.0,Ready to move,2550 ,4407,11200000.0,5 ,Sector 75
5000,3.0,Ready to move,1750 ,4087,7153000.0,3 ,Sector 75
5001,3.0,Ready to move,1750 ,4724,8268000.0,3 ,Sector 75
5002,3.0,Under Construction,1780 ,4247,7560000.0,3 ,Phase 2 Noida Extension
5003,4.0,Ready to move,2135 ,4056,8660000.0,4 ,Sector 76
5004,2.0,Under Construction,1050 ,5107,5363000.0,3 ,Sector 104
5005,3.0,Ready to move,1750 ,3760,6580000.0,3 ,Sector 153
5006,4.0,Ready to move,4130 ,5140,21200000.0,3 ,Sector 51
5007,3.0,Ready to move,1150 ,6217,7150000.0,2 ,Sector 44
5008,3.0,Under Construction,1450 ,4450,6453000.0,3 ,Sector-110 Noida
5009,4.0,Ready to move,3480 ,4971,17300000.0,4 ,Sector 74
5010,4.0,Ready to move,2380 ,4705,11200000.0,5 ,Sector 78
5011,4.0,Under Construction,3027 ,5450,16500000.0,4 ,Sector 150
5012,3.0,Ready to move,1750 ,4062,7110000.0,3 ,Sector 49
5013,2.0,Ready to move,1100 ,5598,6158000.0,2 ,Sector 75
5014,3.0,Ready to move,1560 ,4648,7252000.0,2 ,Sector 162
5015,3.0,Ready to move,1914 ,4891,9362000.0,3 ,Sector 168
5016,4.0,Under Construction,2287 ,5334,12200000.0,4 ,Sector 150
5017,3.0,Ready to move,1640 ,5590,9168000.0,3 ,Sector 78
5018,4.0,Under Construction,1985 ,5692,11300000.0,3 ,Sector 22D Yamuna Expressway
5019,3.0,Under Construction,1610 ,5204,8380000.0,3 ,Sector 50
5020,3.0,Ready to move,1560 ,5207,8123000.0,3 ,sector-121 Noida
5021,3.0,Ready to move,1590 ,4805,7640000.0,3 ,Sector 16B
5022,3.0,Ready to move,1720 ,5090,8756000.0,3 ,Phase 2 Noida Extension
5023,3.0,Ready to move,1660 ,4914,8158000.0,3 ,Sector 62
5024,2.0,Ready to move,1050 ,4879,5123000.0,2 ,Sector 53
5025,4.0,Under Construction,2230 ,5560,12400000.0,3 ,Sector 150
5026,3.0,Under Construction,1680 ,4901,8235000.0,3 ,Sector 43
5027,2.0,Ready to move,1320 ,5477,7230000.0,2 ,Phase 2 Noida Extension
5028,3.0,Under Construction,1840 ,4328,7965000.0,3 ,Sector 53
5029,3.0,Ready to move,1760 ,4916,8653000.0,3 ,Sector 44
5030,4.0,Ready to move,3277 ,4699,15400000.0,4 ,Sector 110
5031,2.0,Under Construction,860 ,5660,4868000.0,2 ,Sector 22D Yamuna Expressway
5032,3.0,Ready to move,1390 ,5124,7123000.0,2 ,Sector 107
5033,2.0,Ready to move,1310 ,5229,6850000.0,2 ,Sector 75
5034,4.0,Under Construction,5250 ,4548,23800000.0,4 ,Sector 128
5035,4.0,Ready to move,4200 ,4714,19800000.0,4 ,Sector 150
5036,3.0,Ready to move,1080 ,6093,6581000.0,3 ,Sector 70
5037,2.0,Ready to move,1023 ,5528,5656000.0,2 ,Sector 121
5038,4.0,Ready to move,2675 ,4598,12300000.0,5 ,Sector 52
5039,3.0,Ready to move,1350 ,4962,6700000.0,3 ,Sector 88
5040,3.0,Ready to move,1850 ,4732,8756000.0,3 ,Sector 93
5041,5.0,Ready to move,4756 ,4478,21300000.0,5 ,Sector 79
5042,3.0,Ready to move,1604 ,4774,7658000.0,4 ,Sector 75
5043,4.0,Ready to move,2550 ,5317,13500000.0,4 ,Sector 50
5044,5.0,Ready to move,3825 ,4941,18900000.0,4 ,Sector 78
5045,4.0,Ready to move,3400 ,4205,14300000.0,3 ,Sector 150
5046,3.0,Under Construction,1272 ,4813,6123000.0,3 ,Sector 25 Yamuna Express Way
5047,4.0,Under Construction,2560 ,4804,12300000.0,5 ,Sector 100
5048,3.0,Ready to move,1820 ,4591,8357000.0,3 ,Sector 122
5049,3.0,Ready to move,1960 ,4654,9123000.0,3 ,Sector-118 Noida
5050,3.0,Ready to move,1600 ,5285,8456000.0,3 ,Sector 62
5051,2.0,Under Construction,1150 ,5347,6150000.0,2 ,Sector 53
5052,3.0,Ready to move,1560 ,4566,7123000.0,3 ,Sector 17A Yamuna Expressway
5053,3.0,Ready to move,1573 ,4528,7123000.0,3 ,Sector 22D Yamuna Expressway
5054,2.0,Ready to move,1450 ,5146,7463000.0,3 ,Sector 73
5055,2.0,Ready to move,700 ,6050,4235000.0,2 ,Sector 70
5056,3.0,Under Construction,1187 ,5501,6530000.0,3 ,Sector 44
5057,3.0,Ready to move,1275 ,5121,6530000.0,3 ,Sector 44
5058,3.0,Ready to move,1560 ,4564,7120000.0,3 ,Atai Muradapur
5059,3.0,Ready to move,1740 ,4397,7652000.0,3 ,Sector 135
5060,2.0,Ready to move,1250 ,4920,6150000.0,2 ,Sector 16B
5061,3.0,Under Construction,1860 ,4946,9200000.0,3 ,Sector 74
5062,4.0,Ready to move,1740 ,4856,8450000.0,3 ,Sector 123
5063,3.0,Ready to move,1840 ,4157,7650000.0,3 ,Sector 137
5064,4.0,Under Construction,1950 ,4678,9123000.0,3 ,Sector 90
5065,3.0,Ready to move,2080 ,4498,9356000.0,3 ,Sector 143B
5066,3.0,Ready to move,1740 ,4344,7560000.0,3 ,Sector 82
5067,4.0,Ready to move,4800 ,4089,19600000.0,4 ,Sector 97
5068,1.0,Under Construction,635 ,5618,3568000.0,1 ,Sector 22D Yamuna Expressway
5069,3.0,Ready to move,1600 ,4470,7152000.0,3 ,Sector 62
