,bhk,status,Size(Sq/ft),Price/Sqft,price,bath,area
1544,3.0,Ready to move,1615 ,7200,11600000.0,,Sector 77
1545,2.0,Ready to move,1310 ,7200,9432000.0,2 ,Sector 77
1546,3.0,Ready to move,1400 ,7200,10000000.0,2 ,Sector 77
1547,4.0,Ready to move,9000 ,14722,132500000.0,5 ,Sector 93A
1548,1.0,Ready to move,690 ,4492,3100000.0,1 ,Sector 22D Yamuna Expressway
1549,4.0,Ready to move,2600 ,11461,29800000.0,4 ,Sector 50
1550,2.0,Under Construction,1255 ,13770,17200000.0,2 ,Sector 43
1551,4.0,Under Construction,3131 ,13770,43100000.0,,Sector 43
1552,3.0,Under Construction,2088 ,13770,28700000.0,3 ,Sector 43
1553,4.0,Under Construction,2259 ,13770,31100000.0,,Sector 43
1554,3.0,Under Construction,2563 ,13770,35200000.0,3 ,Sector 43
1555,3.0,Under Construction,1614 ,13770,22200000.0,,Sector 43
1556,4.0,Under Construction,3360 ,13770,46200000.0,4 ,Sector 43
1557,5.0,Under Construction,3760 ,13770,51700000.0,5 ,Sector 43
1558,3.0,Under Construction,1525 ,13770,20900000.0,,Sector 43
1559,,New,1800 ,7222,13000000.0,,Sector 22D Yamuna Expressway
1560,,New,1800 ,7222,13000000.0,,Sector 22D Yamuna Expressway
1561,,New,900 ,7222,6500000.0,,Sector 22D Yamuna Expressway
1562,,New,900 ,7222,6500000.0,,Sector 22D Yamuna Expressway
1563,,New,1350 ,7222,9750000.0,,Sector 22D Yamuna Expressway
1564,,New,1350 ,7222,9750000.0,,Sector 22D Yamuna Expressway
1565,4.0,Ready to move,4482 ,18500,82900000.0,,Sector 107
1566,5.0,Ready to move,6570 ,18500,121500000.0,,Sector 107
1567,3.0,Under Construction,1675 ,4950,8291000.0,,Sector 150
1568,3.0,Under Construction,1615 ,4950,7994000.0,3 ,Sector 150
1569,3.0,Under Construction,1400 ,4950,6930000.0,3 ,Sector 150
1570,3.0,Under Construction,1580 ,8000,12600000.0,,Phase 2 Noida Extension
1571,4.0,Under Construction,2450 ,8000,19600000.0,,Phase 2 Noida Extension
1572,3.0,Under Construction,1895 ,8000,15100000.0,,Phase 2 Noida Extension
1573,3.0,Under Construction,1355 ,8000,10800000.0,,Phase 2 Noida Extension
1574,3.0,Under Construction,1600 ,8000,12800000.0,,Phase 2 Noida Extension
1575,3.0,Under Construction,3011 ,24882,74900000.0,3 ,Sector 128
1576,4.0,Under Construction,4145 ,24881,103100000.0,3 ,Sector 128
1577,4.0,Under Construction,4113 ,24881,102300000.0,3 ,Sector 128
1578,4.0,Under Construction,3905 ,24881,97100000.0,4 ,Sector 128
1579,3.0,Under Construction,3047 ,24882,75800000.0,3 ,Sector 128
1580,4.0,Under Construction,3938 ,24881,97900000.0,4 ,Sector 128
1581,4.0,Ready to move,3501 ,18500,64700000.0,3 ,Sector 107
1582,4.0,Ready to move,4482 ,18500,82900000.0,,Sector 107
1583,5.0,Ready to move,6570 ,18500,121500000.0,,Sector 107
1584,3.0,Under Construction,2555 ,13000,33200000.0,,Sector 150
1585,4.0,Under Construction,6100 ,5147,31400000.0,,Sector 150
1586,3.0,Under Construction,2040 ,13000,26500000.0,,Sector 150
1587,4.0,Under Construction,3355 ,13000,43600000.0,,Sector 150
1588,3.0,Under Construction,1700 ,12000,20400000.0,3 ,Sector 150
1589,5.0,Ready to move,6300 ,16500,103900000.0,,Sector 75
1590,4.0,Ready to move,3300 ,16500,54400000.0,,Sector 75
1591,4.0,Ready to move,3030 ,16500,49900000.0,,Sector 75
1592,3.0,Ready to move,2510 ,16500,41400000.0,,Sector 75
1593,5.0,Ready to move,5300 ,16500,87400000.0,,Sector 75
1594,3.0,Ready to move,2500 ,12000,30000000.0,,Sector 78
1595,4.0,Ready to move,3430 ,12000,41100000.0,,Sector 78
1596,4.0,Ready to move,4425 ,12000,53100000.0,,Sector 78
1597,3.0,Under Construction,2034 ,12900,26200000.0,,Sector 117
1598,4.0,Under Construction,3987 ,12900,51400000.0,,Sector 117
1599,3.0,Ready to move,2500 ,14010,35000000.0,,Sector 107
1600,3.0,Under Construction,2034 ,12900,26200000.0,,Sector 117
1601,4.0,Under Construction,3987 ,12900,51400000.0,,Sector 117
1602,3.0,Ready to move,2500 ,14010,35000000.0,,Sector 107
1603,4.0,Under Construction,2799 ,12900,36100000.0,4 ,Sector 117
1604,4.0,Ready to move,3300 ,14010,46200000.0,,Sector 107
1605,3.0,Under Construction,2304 ,12900,29700000.0,,Sector 117
1606,5.0,Ready to move,4300 ,14010,60200000.0,2 ,Sector 107
1607,3.0,Ready to move,2070 ,14010,29000000.0,,Sector 107
1608,4.0,Under Construction,3294 ,12900,42400000.0,,Sector 117
1609,5.0,Under Construction,6939 ,12900,89500000.0,,Sector 117
1610,4.0,Under Construction,4707 ,12900,60700000.0,,Sector 117
1611,4.0,Ready to move,3195 ,11925,38100000.0,4 ,Sector 121
1612,4.0,Ready to move,2448 ,11926,29100000.0,,Sector 121
1613,3.0,Ready to move,1350 ,11926,16100000.0,2 ,Sector 121
1614,3.0,Ready to move,1620 ,11926,19300000.0,,Sector 121
1615,4.0,Ready to move,4455 ,11925,53100000.0,5 ,Sector 121
1616,3.0,Ready to move,2070 ,11926,24600000.0,,Sector 121
1617,3.0,Ready to move,1827 ,11926,21700000.0,,Sector 121
1618,3.0,Under Construction,2034 ,12900,26200000.0,,Sector 117
1619,4.0,Under Construction,3987 ,12900,51400000.0,,Sector 117
1620,4.0,Under Construction,2799 ,12900,36100000.0,4 ,Sector 117
1621,3.0,Under Construction,2304 ,12900,29700000.0,,Sector 117
1622,4.0,Under Construction,3294 ,12900,42400000.0,,Sector 117
1623,5.0,Under Construction,6939 ,12900,89500000.0,,Sector 117
1624,3.0,Under Construction,2555 ,13000,33200000.0,,Sector 150
1625,4.0,Under Construction,4707 ,12900,60700000.0,,Sector 117
1626,4.0,Under Construction,6100 ,5147,31400000.0,,Sector 150
1627,3.0,Under Construction,2040 ,13000,26500000.0,,Sector 150
1628,3.0,Under Construction,1580 ,8000,12600000.0,,Phase 2 Noida Extension
1629,4.0,Under Construction,3355 ,13000,43600000.0,,Sector 150
1630,4.0,Under Construction,2450 ,8000,19600000.0,,Phase 2 Noida Extension
1631,4.0,Under Construction,3650 ,11000,40100000.0,,Sector 150
1632,3.0,Under Construction,1895 ,8000,15100000.0,,Phase 2 Noida Extension
1633,3.0,Under Construction,1700 ,12000,20400000.0,3 ,Sector 150
1634,3.0,Under Construction,2750 ,11000,30200000.0,,Sector 150
1635,3.0,Under Construction,1355 ,8000,10800000.0,,Phase 2 Noida Extension
1636,3.0,Under Construction,2450 ,11000,26900000.0,,Sector 150
1637,3.0,Under Construction,1600 ,8000,12800000.0,,Phase 2 Noida Extension
1638,3.0,Under Construction,2850 ,11000,31300000.0,,Sector 150
1639,4.0,Ready to move,3370 ,12000,40400000.0,3 ,Sector 78
1640,5.0,Ready to move,3775 ,12000,45300000.0,,Sector 78
1641,4.0,Under Construction,2511 ,13000,32600000.0,4 ,Sector 75
1642,3.0,Ready to move,3020 ,12000,36200000.0,,Sector 78
1643,3.0,Ready to move,3070 ,12000,36800000.0,,Sector 78
1644,4.0,Ready to move,3525 ,12000,42300000.0,,Sector 78
1645,2.0,Ready to move,950 ,4210,4000000.0,,Sector 49
1646,2.0,Ready to move,1050 ,4000,4200000.0,,Sector 49
1647,1.0,Ready to move,550 ,4545,2500000.0,,Sector 49
1648,2.0,Ready to move,950 ,3369,3200000.0,1 ,Sector 49
1649,3.0,Ready to move,1450 ,3587,5201000.0,2 ,Sector 49
1650,1.0,Ready to move,650 ,3077,2000000.0,1 ,Sector 49
1651,1.0,Ready to move,625 ,4320,2700000.0,,Sector 49
1652,2.0,Ready to move,905 ,4475,4049000.0,,Sector 49
1653,2.0,Ready to move,855 ,4502,3849000.0,,Sector 49
1654,1.0,Ready to move,545 ,3486,1899000.0,,Sector 49
1655,3.0,Under Construction,1750 ,6171,10800000.0,,Sector 150
1656,4.0,Under Construction,3220 ,7018,22600000.0,,Sector 150
1657,3.0,Under Construction,2190 ,6484,14200000.0,,Sector 150
1658,3.0,Under Construction,2460 ,7073,17400000.0,,Sector 150
1659,3.0,Ready to move,1425 ,9473,13500000.0,2 ,Sector 137
1660,3.0,Under Construction,1540 ,32741,50300000.0,,Sector 146
1661,2.0,Under Construction,831 ,32742,27200000.0,,Sector 146
1662,4.0,Under Construction,3200 ,13226,42300000.0,4 ,Sector 150
1663,3.0,Under Construction,2350 ,13308,31200000.0,3 ,Sector 150
1664,4.0,Under Construction,1714 ,32731,56100000.0,,Sector 146
1665,3.0,Under Construction,978 ,32753,32000000.0,,Sector 146
1666,,New,9072 ,500,4536000.0,,Sector 150
1667,3.0,Ready to move,1285 ,3968,5100000.0,3 ,Sector 137
1668,2.0,Ready to move,1070 ,3644,3900000.0,2 ,Sector 137
1669,3.0,Ready to move,1592 ,4020,6400000.0,2 ,Sector 137
1670,3.0,Ready to move,1695 ,4011,6800000.0,3 ,Sector 137
1671,3.0,Ready to move,1410 ,4042,5700000.0,2 ,Sector 137
1672,3.0,Ready to move,1950 ,4000,7800000.0,3 ,Sector 137
1673,3.0,Ready to move,1725 ,4000,6900000.0,3 ,Sector 137
1674,3.0,Ready to move,1845 ,3950,7287000.0,,Noida Extensions
1675,3.0,Ready to move,1755 ,3950,6932000.0,,Noida Extensions
1676,3.0,Under Construction,1248 ,26864,33500000.0,,Sector 43
1677,3.0,Under Construction,1248 ,26864,33500000.0,,Sector 43
1678,3.0,Under Construction,1345 ,27657,37200000.0,,Sector 43
1679,3.0,Under Construction,1345 ,27657,37200000.0,,Sector 43
1680,3.0,Under Construction,1248 ,26864,33500000.0,,Sector 43
1681,3.0,Under Construction,1248 ,26864,33500000.0,,Sector 43
1682,3.0,Under Construction,1345 ,27657,37200000.0,,Sector 43
1683,3.0,Under Construction,1345 ,27657,37200000.0,,Sector 43
1684,3.0,Under Construction,1249 ,26851,33500000.0,,Sector 43
1685,3.0,Under Construction,1249 ,26851,33500000.0,,Sector 43
1686,4.0,Under Construction,1753 ,23160,40600000.0,,Sector 43
1687,4.0,Under Construction,1753 ,23160,40600000.0,,Sector 43
1688,5.0,Under Construction,2080 ,24482,50900000.0,,Sector 43
1689,5.0,Under Construction,2080 ,24482,50900000.0,,Sector 43
1690,4.0,Under Construction,1848 ,23809,44000000.0,,Sector 43
1691,4.0,Under Construction,1848 ,23809,44000000.0,,Sector 43
1692,4.0,Ready to move,3430 ,11000,37700000.0,4 ,Sector 78
1693,3.0,Ready to move,1050 ,3476,3650000.0,2 ,Sector 73
1694,4.0,Under Construction,3550 ,13521,48000000.0,2 ,Sector 107
1695,4.0,Under Construction,3530 ,16997,60000000.0,,Sector 45
1696,3.0,Under Construction,2975 ,16672,49600000.0,,Sector 45
1697,3.0,Ready to move,1470 ,11000,16100000.0,,Sector 77
1698,3.0,Ready to move,1385 ,9500,13100000.0,,Sector 77
1699,4.0,Under Construction,1574 ,6672,10500000.0,,Sector 19 Yamuna Expressway
1700,3.0,Ready to move,1215 ,3195,3882000.0,2 ,Sector 25 Yamuna Express Way
1701,3.0,Under Construction,1580 ,8000,12600000.0,,Phase 2 Noida Extension
1702,4.0,Under Construction,2450 ,8000,19600000.0,,Phase 2 Noida Extension
1703,3.0,Under Construction,1600 ,8000,12800000.0,,Phase 2 Noida Extension
1704,3.0,Under Construction,1355 ,8000,10800000.0,,Phase 2 Noida Extension
1705,3.0,Under Construction,1895 ,8000,15100000.0,,Phase 2 Noida Extension
1706,3.0,Ready to move,1220 ,11967,14600000.0,2 ,Sector 137
1707,3.0,Ready to move,1577 ,7926,12500000.0,3 ,Sector 119
1708,5.0,Ready to move,4200 ,9523,40000000.0,4 ,Sector 77
1709,3.0,Ready to move,1395 ,9964,13900000.0,2 ,Sector 77
1710,5.0,Ready to move,3600 ,9722,35000000.0,4 ,Sector 77
1711,4.0,Ready to move,2450 ,10000,24500000.0,3 ,Sector 77
1712,3.0,Ready to move,1580 ,10000,15800000.0,3 ,Sector 77
1713,2.0,Ready to move,1135 ,8370,9500000.0,2 ,Sector 120
1714,3.0,Ready to move,1656 ,13586,22500000.0,2 ,Sector 75
1715,3.0,Ready to move,1575 ,9968,15700000.0,3 ,Sector 77
1716,3.0,Ready to move,1480 ,10000,14800000.0,2 ,Sector 77
1717,3.0,Ready to move,1739 ,7878,13700000.0,3 ,Sector 119
1718,8.0,Ready to move,5500 ,9454,52000000.0,7 ,Sector 41
1719,4.0,Ready to move,4720 ,11864,56000000.0,5 ,Sector 79
1720,4.0,Ready to move,2500 ,13800,34500000.0,4 ,Sector 78
1721,3.0,Ready to move,1690 ,10355,17500000.0,3 ,Sector 79
1722,,New,1116 ,5277,5889000.0,,Sector 19 Yamuna Expressway
1723,1.0,Ready to move,650 ,3846,2500000.0,1 ,Sector 120
1724,1.0,Ready to move,650 ,3846,2500000.0,1 ,Sector 73
1725,1.0,Ready to move,650 ,3846,2500000.0,1 ,Sector 73
1726,1.0,Ready to move,650 ,3846,2500000.0,1 ,Sector 73
1727,1.0,Ready to move,650 ,3846,2500000.0,1 ,Sector 73
1728,1.0,Ready to move,650 ,3846,2500000.0,1 ,Sector 73
1729,1.0,Ready to move,650 ,3846,2500000.0,1 ,Sector 73
1730,1.0,Ready to move,650 ,3846,2500000.0,1 ,Sector 73
1731,1.0,Ready to move,650 ,3846,2500000.0,1 ,Sector 73
1732,1.0,Ready to move,650 ,3846,2500000.0,1 ,Sector 73
1733,1.0,Ready to move,650 ,3846,2500000.0,1 ,Sector 73
1734,2.0,Under Construction,1100 ,11363,12500000.0,2 ,Sector 43
1735,,Resale,900 ,5000,4500000.0,,Yeida
1736,3.0,Ready to move,2223 ,8097,18000000.0,4 ,Sector 74
1737,4.0,Ready to move,3465 ,16400,56800000.0,4 ,Sector 128
1738,4.0,Ready to move,5200 ,16400,85200000.0,,Sector 128
1739,4.0,Ready to move,3325 ,16400,54500000.0,,Sector 128
1740,3.0,Ready to move,2460 ,13999,34400000.0,,Sector 150
1741,4.0,Under Construction,2364 ,38070,89900000.0,,Sector 128
1742,4.0,Under Construction,2840 ,36619,103900000.0,,Sector 128
1743,5.0,Under Construction,4613 ,56336,259800000.0,,Sector 128
1744,4.0,Under Construction,2824 ,36827,104000000.0,,Sector 128
1745,4.0,Under Construction,2381 ,38277,91000000.0,,Sector 128
1746,4.0,Under Construction,3131 ,12136,38000000.0,5 ,Sector 43
1747,3.0,Under Construction,2088 ,13170,27500000.0,,Sector 43
1748,3.0,Under Construction,2563 ,13265,34000000.0,4 ,Sector 43
1749,5.0,Under Construction,3760 ,12765,48000000.0,,Sector 43
1750,3.0,Under Construction,3270 ,19114,62500000.0,3 ,Sector 94
1751,5.0,Under Construction,5935 ,19477,115600000.0,,Sector 94
1752,4.0,Under Construction,4315 ,19304,83300000.0,4 ,Sector 94
1753,4.0,Ready to move,3465 ,16400,56800000.0,4 ,Sector 128
1754,4.0,Ready to move,5200 ,16400,85200000.0,,Sector 128
1755,4.0,Ready to move,3325 ,16400,54500000.0,,Sector 128
1756,4.0,Ready to move,3715 ,16400,60900000.0,,Sector 128
1757,4.0,Ready to move,3575 ,16400,58600000.0,,Sector 128
1758,3.0,Ready to move,2700 ,16400,44200000.0,,Sector 128
1759,5.0,Ready to move,4200 ,16400,68800000.0,,Sector 128
1760,5.0,Ready to move,11000 ,16400,180400000.0,,Sector 128
1761,4.0,Under Construction,1714 ,32731,56100000.0,,Sector 146
1762,3.0,Under Construction,1775 ,14998,26600000.0,2 ,Sector 152
1763,2.0,Under Construction,1350 ,13999,18800000.0,2 ,Sector 152
1764,3.0,Ready to move,1750 ,13999,24400000.0,,Sector 150
1765,4.0,Ready to move,3220 ,13999,45000000.0,,Sector 150
1766,3.0,Ready to move,2190 ,13999,30600000.0,,Sector 150
1767,3.0,Ready to move,2460 ,13999,34400000.0,,Sector 150
1768,4.0,Under Construction,2364 ,38070,89900000.0,,Sector 128
1769,4.0,Under Construction,2840 ,36619,103900000.0,,Sector 128
1770,5.0,Under Construction,4613 ,56336,259800000.0,,Sector 128
1771,4.0,Under Construction,2824 ,36827,104000000.0,,Sector 128
1772,4.0,Under Construction,2381 ,38277,91000000.0,,Sector 128
1773,4.0,Under Construction,3131 ,12136,38000000.0,5 ,Sector 43
1774,3.0,Under Construction,2088 ,13170,27500000.0,,Sector 43
1775,3.0,Under Construction,2563 ,13265,34000000.0,4 ,Sector 43
1776,5.0,Under Construction,3760 ,12765,48000000.0,,Sector 43
1777,3.0,Under Construction,3270 ,19114,62500000.0,3 ,Sector 94
1778,5.0,Under Construction,5935 ,19477,115600000.0,,Sector 94
1779,4.0,Under Construction,4315 ,19304,83300000.0,4 ,Sector 94
1780,3.0,Under Construction,1800 ,9000,16200000.0,,Noida Extensions
1781,3.0,Under Construction,2090 ,9000,18800000.0,,Noida Extensions
1782,3.0,Under Construction,2110 ,9000,18900000.0,,Noida Extensions
1783,3.0,Under Construction,1812 ,9000,16300000.0,,Noida Extensions
1784,4.0,Under Construction,2638 ,9000,23700000.0,,Noida Extensions
1785,4.0,Under Construction,2632 ,9000,23600000.0,,Noida Extensions
1786,3.0,Under Construction,1860 ,9000,16700000.0,,Noida Extensions
1787,3.0,Under Construction,2075 ,9000,18600000.0,,Noida Extensions
1788,3.0,Under Construction,2040 ,13500,27500000.0,2 ,Sector 94
1789,2.0,Under Construction,1380 ,13500,18600000.0,2 ,Sector 94
1790,1.0,Under Construction,800 ,14500,11600000.0,1 ,Sector 94
1791,1.0,Under Construction,595 ,14500,8627000.0,1 ,Sector 94
1792,2.0,Under Construction,1220 ,13500,16400000.0,2 ,Sector 94
1793,3.0,Under Construction,3000 ,16500,49500000.0,3 ,Sector 94
1794,2.0,Under Construction,1320 ,13500,17800000.0,2 ,Sector 94
1795,1.0,Under Construction,560 ,14500,8120000.0,1 ,Sector 94
1796,3.0,Under Construction,2105 ,13500,28400000.0,3 ,Sector 94
1797,4.0,Under Construction,3200 ,12226,39100000.0,4 ,Sector 150
1798,3.0,Under Construction,2350 ,12308,28900000.0,3 ,Sector 150
1799,3.0,Under Construction,2750 ,11000,30200000.0,,Sector 150
1800,3.0,Ready to move,1446 ,4910,7100000.0,3 ,Sector 70
1801,4.0,Under Construction,4150 ,16500,68400000.0,,Sector 94
1802,2.0,Under Construction,1650 ,13500,22200000.0,,Sector 94
1803,4.0,Under Construction,3840 ,15500,59500000.0,,Sector 94
1804,2.0,Under Construction,1776 ,13500,23900000.0,,Sector 94
1805,2.0,Under Construction,1475 ,13500,19900000.0,,Sector 94
1806,4.0,Under Construction,3770 ,15500,58400000.0,,Sector 94
1807,4.0,Under Construction,10485 ,29999,314500000.0,,Sector 94
1808,1.0,Under Construction,645 ,14500,9352000.0,,Sector 94
1809,3.0,Under Construction,5410 ,29999,162200000.0,,Sector 94
1810,3.0,Under Construction,4060 ,29999,121700000.0,,Sector 94
1811,4.0,Under Construction,6550 ,16500,108000000.0,,Sector 94
1812,4.0,Under Construction,4955 ,13500,66800000.0,,Sector 94
1813,2.0,Under Construction,1825 ,13500,24600000.0,,Sector 94
1814,3.0,Under Construction,2880 ,16500,47500000.0,,Sector 94
1815,3.0,Under Construction,4850 ,16500,80000000.0,,Sector 94
1816,4.0,Under Construction,3900 ,16500,64300000.0,,Sector 94
1817,4.0,Under Construction,7520 ,16500,124000000.0,,Sector 94
1818,4.0,Under Construction,5400 ,13500,72900000.0,,Sector 94
1819,4.0,Under Construction,7490 ,29999,224600000.0,,Sector 94
1820,4.0,Under Construction,9950 ,16500,164100000.0,,Sector 94
1821,3.0,Under Construction,3120 ,16500,51400000.0,,Sector 94
1822,2.0,Ready to move,1150 ,2782,3200000.0,2 ,Sector 74
1823,4.0,Under Construction,1819 ,10610,19300000.0,,Sector 150
1824,3.0,Under Construction,1130 ,9380,10600000.0,,Sector 150
1825,4.0,Under Construction,1615 ,10278,16600000.0,,Sector 150
1826,3.0,Under Construction,1356 ,10988,14900000.0,,Sector 150
1827,3.0,Under Construction,1227 ,9290,11400000.0,,Sector 150
1828,3.0,Under Construction,1575 ,5455,8591000.0,,Sector 150
1829,3.0,Under Construction,1285 ,5455,7009000.0,,Sector 150
1830,2.0,Under Construction,1100 ,5455,6000000.0,,Sector 150
1831,3.0,Ready to move,2151 ,12848,27600000.0,,Sector 104
1832,3.0,Ready to move,2000 ,12848,25600000.0,3 ,Sector 104
1833,3.0,Ready to move,1636 ,12848,21000000.0,3 ,Sector 104
1834,4.0,Ready to move,3115 ,12848,40000000.0,,Sector 104
1835,4.0,Ready to move,2900 ,12848,37200000.0,3 ,Sector 104
1836,4.0,Ready to move,3150 ,12848,40400000.0,2 ,Sector 104
1837,3.0,Ready to move,1759 ,12848,22500000.0,,Sector 104
1838,4.0,Ready to move,1835 ,12000,22000000.0,,Sector 78
1839,5.0,Ready to move,4000 ,12000,48000000.0,,Sector 78
1840,4.0,Ready to move,3150 ,12848,40400000.0,2 ,Sector 104
1841,3.0,Ready to move,1759 ,12848,22500000.0,,Sector 104
1842,4.0,Under Construction,3195 ,15500,49500000.0,4 ,Sector 117
1843,3.0,Under Construction,2304 ,14500,33400000.0,3 ,Sector 117
1844,2.0,Ready to move,1150 ,4480,5152000.0,,Sector 22D Yamuna Expressway
1845,4.0,Under Construction,3200 ,13226,42300000.0,4 ,Sector 150
1846,3.0,Under Construction,2350 ,13308,31200000.0,3 ,Sector 150
1847,3.0,Ready to move,1350 ,4480,6048000.0,,Sector 22D Yamuna Expressway
1848,3.0,Under Construction,2850 ,11000,31300000.0,,Sector 150
1849,3.0,Under Construction,2450 ,11000,26900000.0,,Sector 150
1850,4.0,Under Construction,3650 ,11000,40100000.0,,Sector 150
1851,3.0,Under Construction,1800 ,9000,16200000.0,,Noida Extensions
1852,3.0,Under Construction,2090 ,9000,18800000.0,,Noida Extensions
1853,3.0,Under Construction,2110 ,9000,18900000.0,,Noida Extensions
1854,3.0,Under Construction,1812 ,9000,16300000.0,,Noida Extensions
1855,4.0,Under Construction,2638 ,9000,23700000.0,,Noida Extensions
1856,4.0,Under Construction,2632 ,9000,23600000.0,,Noida Extensions
1857,3.0,Under Construction,1860 ,9000,16700000.0,,Noida Extensions
1858,3.0,Under Construction,2075 ,9000,18600000.0,,Noida Extensions
1859,3.0,Ready to move,1020 ,4583,4674000.0,,Sector 73
1860,2.0,Ready to move,740 ,4595,3400000.0,,Sector 73
1861,4.0,Ready to move,1320 ,4636,6119000.0,,Sector 73
1862,3.0,Ready to move,1060 ,4571,4845000.0,,Sector 73
1863,3.0,Ready to move,1100 ,4559,5014000.0,,Sector 73
1864,2.0,Ready to move,820 ,4665,3825000.0,,Sector 73
1865,2.0,Ready to move,700 ,4614,3229000.0,,Sector 73
1866,1.0,Ready to move,500 ,3850,1925000.0,,Sector 73
1867,2.0,Ready to move,750 ,3850,2887000.0,,Sector 73
1868,3.0,Under Construction,1404 ,5599,7862000.0,1 ,Sector 150
1869,3.0,Under Construction,1380 ,8262,11400000.0,2 ,Noida Extensions
1870,3.0,Under Construction,1549 ,8458,13100000.0,,Noida Extensions
1871,4.0,Under Construction,2038 ,8392,17100000.0,,Noida Extensions
1872,3.0,Ready to move,1645 ,8500,13900000.0,2 ,Sector 79
1873,5.0,Ready to move,2715 ,8500,23000000.0,1 ,Sector 79
1874,3.0,Ready to move,1895 ,8500,16100000.0,3 ,Sector 79
1875,2.0,Ready to move,1215 ,8500,10300000.0,,Sector 79
1876,3.0,Ready to move,1620 ,8500,13700000.0,,Sector 79
1877,2.0,Ready to move,1385 ,8500,11700000.0,2 ,Sector 79
1878,2.0,Ready to move,1245 ,8500,10500000.0,,Sector 79
1879,4.0,Ready to move,2335 ,8500,19800000.0,3 ,Sector 79
1880,4.0,Under Construction,2511 ,14500,36400000.0,4 ,Sector 75
1881,3.0,Ready to move,3302 ,16000,52800000.0,3 ,Sector 108
1882,3.0,Under Construction,1656 ,14500,24000000.0,3 ,Sector 75
1883,3.0,Under Construction,3501 ,18500,64700000.0,4 ,Sector 107
1884,3.0,Under Construction,2570 ,17950,46100000.0,4 ,Sector 43
1885,3.0,Under Construction,2124 ,14500,30700000.0,3 ,Sector 75
1886,4.0,Under Construction,4482 ,18500,82900000.0,4 ,Sector 107
1887,3.0,Under Construction,2258 ,18000,40600000.0,4 ,Sector 43
1888,3.0,Ready to move,3995 ,16000,63900000.0,3 ,Sector 108
1889,5.0,Ready to move,4075 ,12000,48900000.0,,Sector 78
1890,3.0,Ready to move,1335 ,12000,16000000.0,,Sector 78
1891,4.0,Ready to move,3200 ,12000,38400000.0,,Sector 78
1892,2.0,Ready to move,1042 ,12000,12500000.0,2 ,Sector 78
1893,4.0,Ready to move,2925 ,12000,35100000.0,,Sector 78
1894,5.0,Ready to move,4900 ,12000,58800000.0,,Sector 78
1895,5.0,Ready to move,3700 ,12000,44400000.0,,Sector 78
1896,2.0,Ready to move,1290 ,12000,15400000.0,,Sector 78
1897,4.0,Ready to move,3861 ,9697,37400000.0,,Sector 79
1898,4.0,Ready to move,2890 ,9136,26400000.0,,Sector 79
1899,4.0,Ready to move,4922 ,9698,47700000.0,,Sector 79
1900,4.0,Ready to move,2525 ,9698,24400000.0,,Sector 79
1901,3.0,Ready to move,3885 ,9697,37600000.0,,Sector 79
1902,4.0,Ready to move,3179 ,9698,30800000.0,,Sector 79
1903,4.0,Ready to move,4886 ,9698,47300000.0,,Sector 79
1904,4.0,Ready to move,2690 ,6500,17400000.0,,Sector 79
1905,3.0,Ready to move,2665 ,9698,25800000.0,,Sector 79
1906,5.0,Ready to move,6805 ,9697,65900000.0,,Sector 79
1907,3.0,Ready to move,1495 ,10368,15500000.0,,Sector 79
1908,4.0,Ready to move,3206 ,9698,31000000.0,,Sector 79
1909,3.0,Ready to move,1735 ,6500,11200000.0,,Sector 79
1910,5.0,Ready to move,6931 ,9698,67200000.0,,Sector 79
1911,4.0,Ready to move,2166 ,12000,25900000.0,,Sector 78
1912,4.0,Ready to move,5593 ,9697,54200000.0,,Sector 79
1913,4.0,Ready to move,3523 ,9698,34100000.0,,Sector 79
1914,5.0,Ready to move,4805 ,9697,46500000.0,,Sector 79
1915,3.0,Ready to move,3429 ,9698,33200000.0,,Sector 79
1916,4.0,Ready to move,4351 ,9698,42100000.0,,Sector 79
1917,4.0,Ready to move,3415 ,9698,33100000.0,,Sector 79
1918,4.0,Ready to move,2950 ,12000,35400000.0,,Sector 78
1919,4.0,Ready to move,1970 ,12000,23600000.0,,Sector 78
1920,3.0,Ready to move,3885 ,9697,37600000.0,,Sector 79
1921,4.0,Ready to move,3179 ,9698,30800000.0,,Sector 79
1922,4.0,Ready to move,4886 ,9698,47300000.0,,Sector 79
1923,4.0,Ready to move,2690 ,6500,17400000.0,,Sector 79
1924,3.0,Ready to move,2665 ,9698,25800000.0,,Sector 79
1925,5.0,Ready to move,6805 ,9697,65900000.0,,Sector 79
1926,3.0,Ready to move,1495 ,10368,15500000.0,,Sector 79
1927,4.0,Ready to move,3206 ,9698,31000000.0,,Sector 79
1928,3.0,Ready to move,1735 ,6500,11200000.0,,Sector 79
1929,5.0,Ready to move,6931 ,9698,67200000.0,,Sector 79
1930,4.0,Ready to move,2166 ,12000,25900000.0,,Sector 78
1931,4.0,Ready to move,5593 ,9697,54200000.0,,Sector 79
1932,4.0,Ready to move,3523 ,9698,34100000.0,,Sector 79
1933,5.0,Ready to move,4805 ,9697,46500000.0,,Sector 79
1934,3.0,Ready to move,3429 ,9698,33200000.0,,Sector 79
1935,4.0,Ready to move,4351 ,9698,42100000.0,,Sector 79
1936,4.0,Ready to move,3415 ,9698,33100000.0,,Sector 79
1937,4.0,Ready to move,2950 ,12000,35400000.0,,Sector 78
